train_index,sample_id,video_id,outer_fold,judge_fold,inner_valid_outer0,inner_valid_outer1,inner_valid_outer2,inner_valid_outer3,inner_valid_outer4
965,MLal-t_vJPM$_$9,MLal-t_vJPM,0,1,1,0,0,0,0
966,MLal-t_vJPM$_$8,MLal-t_vJPM,0,1,1,0,0,0,0
967,Njd1F0vZSm4$_$11,Njd1F0vZSm4,1,1,0,0,1,0,0
968,Njd1F0vZSm4$_$10,Njd1F0vZSm4,1,1,0,0,1,0,0
969,Njd1F0vZSm4$_$13,Njd1F0vZSm4,1,1,0,0,1,0,0
970,Njd1F0vZSm4$_$12,Njd1F0vZSm4,1,1,0,0,1,0,0
971,Njd1F0vZSm4$_$1,Njd1F0vZSm4,1,1,0,0,1,0,0
972,Njd1F0vZSm4$_$3,Njd1F0vZSm4,1,1,0,0,1,0,0
973,Njd1F0vZSm4$_$2,Njd1F0vZSm4,1,1,0,0,1,0,0
974,Njd1F0vZSm4$_$5,Njd1F0vZSm4,1,1,0,0,1,0,0
975,Njd1F0vZSm4$_$4,Njd1F0vZSm4,1,1,0,0,1,0,0
976,Njd1F0vZSm4$_$7,Njd1F0vZSm4,1,1,0,0,1,0,0
977,Njd1F0vZSm4$_$6,Njd1F0vZSm4,1,1,0,0,1,0,0
978,Njd1F0vZSm4$_$9,Njd1F0vZSm4,1,1,0,0,1,0,0
979,Njd1F0vZSm4$_$8,Njd1F0vZSm4,1,1,0,0,1,0,0
980,Nzq88NnDkEk$_$24,Nzq88NnDkEk,4,1,0,0,0,1,0
981,Nzq88NnDkEk$_$25,Nzq88NnDkEk,4,1,0,0,0,1,0
982,Nzq88NnDkEk$_$26,Nzq88NnDkEk,4,1,0,0,0,1,0
983,Nzq88NnDkEk$_$27,Nzq88NnDkEk,4,1,0,0,0,1,0
984,Nzq88NnDkEk$_$20,Nzq88NnDkEk,4,1,0,0,0,1,0
985,Nzq88NnDkEk$_$21,Nzq88NnDkEk,4,1,0,0,0,1,0
986,Nzq88NnDkEk$_$22,Nzq88NnDkEk,4,1,0,0,0,1,0
987,Nzq88NnDkEk$_$23,Nzq88NnDkEk,4,1,0,0,0,1,0
988,Nzq88NnDkEk$_$28,Nzq88NnDkEk,4,1,0,0,0,1,0
989,Nzq88NnDkEk$_$29,Nzq88NnDkEk,4,1,0,0,0,1,0
990,Nzq88NnDkEk$_$1,Nzq88NnDkEk,4,1,0,0,0,1,0
991,Nzq88NnDkEk$_$3,Nzq88NnDkEk,4,1,0,0,0,1,0
992,Nzq88NnDkEk$_$2,Nzq88NnDkEk,4,1,0,0,0,1,0
993,Nzq88NnDkEk$_$5,Nzq88NnDkEk,4,1,0,0,0,1,0
994,Nzq88NnDkEk$_$4,Nzq88NnDkEk,4,1,0,0,0,1,0
995,Nzq88NnDkEk$_$7,Nzq88NnDkEk,4,1,0,0,0,1,0
996,Nzq88NnDkEk$_$6,Nzq88NnDkEk,4,1,0,0,0,1,0
997,Nzq88NnDkEk$_$9,Nzq88NnDkEk,4,1,0,0,0,1,0
998,Nzq88NnDkEk$_$8,Nzq88NnDkEk,4,1,0,0,0,1,0
999,Nzq88NnDkEk$_$11,Nzq88NnDkEk,4,1,0,0,0,1,0
1000,Nzq88NnDkEk$_$10,Nzq88NnDkEk,4,1,0,0,0,1,0
1001,Nzq88NnDkEk$_$13,Nzq88NnDkEk,4,1,0,0,0,1,0
1002,Nzq88NnDkEk$_$12,Nzq88NnDkEk,4,1,0,0,0,1,0
1003,Nzq88NnDkEk$_$15,Nzq88NnDkEk,4,1,0,0,0,1,0
1004,Nzq88NnDkEk$_$14,Nzq88NnDkEk,4,1,0,0,0,1,0
1005,Nzq88NnDkEk$_$17,Nzq88NnDkEk,4,1,0,0,0,1,0
1006,Nzq88NnDkEk$_$16,Nzq88NnDkEk,4,1,0,0,0,1,0
1007,Nzq88NnDkEk$_$19,Nzq88NnDkEk,4,1,0,0,0,1,0
1008,Nzq88NnDkEk$_$18,Nzq88NnDkEk,4,1,0,0,0,1,0
1009,Nzq88NnDkEk$_$31,Nzq88NnDkEk,4,1,0,0,0,1,0
1010,Nzq88NnDkEk$_$30,Nzq88NnDkEk,4,1,0,0,0,1,0
1011,Nzq88NnDkEk$_$32,Nzq88NnDkEk,4,1,0,0,0,1,0
1012,OQvJTdtJ2H4$_$11,OQvJTdtJ2H4,4,0,0,0,0,0,0
1013,OQvJTdtJ2H4$_$10,OQvJTdtJ2H4,4,0,0,0,0,0,0
1014,OQvJTdtJ2H4$_$13,OQvJTdtJ2H4,4,0,0,0,0,0,0
1015,OQvJTdtJ2H4$_$12,OQvJTdtJ2H4,4,0,0,0,0,0,0
1016,OQvJTdtJ2H4$_$15,OQvJTdtJ2H4,4,0,0,0,0,0,0
1017,OQvJTdtJ2H4$_$14,OQvJTdtJ2H4,4,0,0,0,0,0,0
1018,OQvJTdtJ2H4$_$16,OQvJTdtJ2H4,4,0,0,0,0,0,0
1019,OQvJTdtJ2H4$_$1,OQvJTdtJ2H4,4,0,0,0,0,0,0
1020,OQvJTdtJ2H4$_$3,OQvJTdtJ2H4,4,0,0,0,0,0,0
1021,OQvJTdtJ2H4$_$2,OQvJTdtJ2H4,4,0,0,0,0,0,0
1022,OQvJTdtJ2H4$_$5,OQvJTdtJ2H4,4,0,0,0,0,0,0
1023,OQvJTdtJ2H4$_$4,OQvJTdtJ2H4,4,0,0,0,0,0,0
1024,OQvJTdtJ2H4$_$7,OQvJTdtJ2H4,4,0,0,0,0,0,0
1025,OQvJTdtJ2H4$_$6,OQvJTdtJ2H4,4,0,0,0,0,0,0
1026,OQvJTdtJ2H4$_$9,OQvJTdtJ2H4,4,0,0,0,0,0,0
1027,OQvJTdtJ2H4$_$8,OQvJTdtJ2H4,4,0,0,0,0,0,0
1028,OtBXNcAL_lE$_$24,OtBXNcAL_lE,4,0,0,0,0,0,0
1029,OtBXNcAL_lE$_$20,OtBXNcAL_lE,4,0,0,0,0,0,0
1030,OtBXNcAL_lE$_$21,OtBXNcAL_lE,4,0,0,0,0,0,0
1031,OtBXNcAL_lE$_$22,OtBXNcAL_lE,4,0,0,0,0,0,0
1032,OtBXNcAL_lE$_$23,OtBXNcAL_lE,4,0,0,0,0,0,0
1033,OtBXNcAL_lE$_$1,OtBXNcAL_lE,4,0,0,0,0,0,0
1034,OtBXNcAL_lE$_$3,OtBXNcAL_lE,4,0,0,0,0,0,0
1035,OtBXNcAL_lE$_$2,OtBXNcAL_lE,4,0,0,0,0,0,0
1036,OtBXNcAL_lE$_$5,OtBXNcAL_lE,4,0,0,0,0,0,0
1037,OtBXNcAL_lE$_$4,OtBXNcAL_lE,4,0,0,0,0,0,0
1038,OtBXNcAL_lE$_$7,OtBXNcAL_lE,4,0,0,0,0,0,0
1039,OtBXNcAL_lE$_$6,OtBXNcAL_lE,4,0,0,0,0,0,0
1040,OtBXNcAL_lE$_$9,OtBXNcAL_lE,4,0,0,0,0,0,0
1041,OtBXNcAL_lE$_$8,OtBXNcAL_lE,4,0,0,0,0,0,0
1042,OtBXNcAL_lE$_$11,OtBXNcAL_lE,4,0,0,0,0,0,0
1043,OtBXNcAL_lE$_$10,OtBXNcAL_lE,4,0,0,0,0,0,0
1044,OtBXNcAL_lE$_$13,OtBXNcAL_lE,4,0,0,0,0,0,0
1045,OtBXNcAL_lE$_$12,OtBXNcAL_lE,4,0,0,0,0,0,0
1046,OtBXNcAL_lE$_$15,OtBXNcAL_lE,4,0,0,0,0,0,0
1047,OtBXNcAL_lE$_$14,OtBXNcAL_lE,4,0,0,0,0,0,0
1048,OtBXNcAL_lE$_$17,OtBXNcAL_lE,4,0,0,0,0,0,0
1049,OtBXNcAL_lE$_$16,OtBXNcAL_lE,4,0,0,0,0,0,0
1050,OtBXNcAL_lE$_$19,OtBXNcAL_lE,4,0,0,0,0,0,0
1051,OtBXNcAL_lE$_$18,OtBXNcAL_lE,4,0,0,0,0,0,0
1052,Oz06ZWiO20M$_$24,Oz06ZWiO20M,4,1,0,0,0,0,0
1053,Oz06ZWiO20M$_$25,Oz06ZWiO20M,4,1,0,0,0,0,0
1054,Oz06ZWiO20M$_$20,Oz06ZWiO20M,4,1,0,0,0,0,0
1055,Oz06ZWiO20M$_$21,Oz06ZWiO20M,4,1,0,0,0,0,0
1056,Oz06ZWiO20M$_$22,Oz06ZWiO20M,4,1,0,0,0,0,0
1057,Oz06ZWiO20M$_$23,Oz06ZWiO20M,4,1,0,0,0,0,0
1058,Oz06ZWiO20M$_$1,Oz06ZWiO20M,4,1,0,0,0,0,0
1059,Oz06ZWiO20M$_$3,Oz06ZWiO20M,4,1,0,0,0,0,0
1060,Oz06ZWiO20M$_$2,Oz06ZWiO20M,4,1,0,0,0,0,0
1061,Oz06ZWiO20M$_$5,Oz06ZWiO20M,4,1,0,0,0,0,0
1062,Oz06ZWiO20M$_$4,Oz06ZWiO20M,4,1,0,0,0,0,0
1063,Oz06ZWiO20M$_$7,Oz06ZWiO20M,4,1,0,0,0,0,0
1064,Oz06ZWiO20M$_$6,Oz06ZWiO20M,4,1,0,0,0,0,0
1065,Oz06ZWiO20M$_$9,Oz06ZWiO20M,4,1,0,0,0,0,0
1066,Oz06ZWiO20M$_$8,Oz06ZWiO20M,4,1,0,0,0,0,0
1067,Oz06ZWiO20M$_$11,Oz06ZWiO20M,4,1,0,0,0,0,0
1068,Oz06ZWiO20M$_$10,Oz06ZWiO20M,4,1,0,0,0,0,0
1069,Oz06ZWiO20M$_$13,Oz06ZWiO20M,4,1,0,0,0,0,0
1070,Oz06ZWiO20M$_$12,Oz06ZWiO20M,4,1,0,0,0,0,0
1071,Oz06ZWiO20M$_$15,Oz06ZWiO20M,4,1,0,0,0,0,0
1072,Oz06ZWiO20M$_$14,Oz06ZWiO20M,4,1,0,0,0,0,0
1073,Oz06ZWiO20M$_$17,Oz06ZWiO20M,4,1,0,0,0,0,0
1074,Oz06ZWiO20M$_$16,Oz06ZWiO20M,4,1,0,0,0,0,0
1075,Oz06ZWiO20M$_$19,Oz06ZWiO20M,4,1,0,0,0,0,0
1076,Oz06ZWiO20M$_$18,Oz06ZWiO20M,4,1,0,0,0,0,0
1077,POKffnXeBds$_$11,POKffnXeBds,0,1,0,0,0,0,0
1078,POKffnXeBds$_$10,POKffnXeBds,0,1,0,0,0,0,0
1079,POKffnXeBds$_$13,POKffnXeBds,0,1,0,0,0,0,0
1080,POKffnXeBds$_$12,POKffnXeBds,0,1,0,0,0,0,0
1081,POKffnXeBds$_$1,POKffnXeBds,0,1,0,0,0,0,0
1082,POKffnXeBds$_$3,POKffnXeBds,0,1,0,0,0,0,0
1083,POKffnXeBds$_$2,POKffnXeBds,0,1,0,0,0,0,0
1084,POKffnXeBds$_$5,POKffnXeBds,0,1,0,0,0,0,0
1085,POKffnXeBds$_$4,POKffnXeBds,0,1,0,0,0,0,0
1086,POKffnXeBds$_$7,POKffnXeBds,0,1,0,0,0,0,0
1087,POKffnXeBds$_$6,POKffnXeBds,0,1,0,0,0,0,0
1088,POKffnXeBds$_$9,POKffnXeBds,0,1,0,0,0,0,0
1089,POKffnXeBds$_$8,POKffnXeBds,0,1,0,0,0,0,0
1090,PZ-lDQFboO8$_$11,PZ-lDQFboO8,3,0,0,0,0,0,0
1091,PZ-lDQFboO8$_$10,PZ-lDQFboO8,3,0,0,0,0,0,0
1092,PZ-lDQFboO8$_$12,PZ-lDQFboO8,3,0,0,0,0,0,0
1093,PZ-lDQFboO8$_$1,PZ-lDQFboO8,3,0,0,0,0,0,0
1094,PZ-lDQFboO8$_$3,PZ-lDQFboO8,3,0,0,0,0,0,0
1095,PZ-lDQFboO8$_$2,PZ-lDQFboO8,3,0,0,0,0,0,0
1096,PZ-lDQFboO8$_$5,PZ-lDQFboO8,3,0,0,0,0,0,0
1097,PZ-lDQFboO8$_$4,PZ-lDQFboO8,3,0,0,0,0,0,0
1098,PZ-lDQFboO8$_$7,PZ-lDQFboO8,3,0,0,0,0,0,0
1099,PZ-lDQFboO8$_$6,PZ-lDQFboO8,3,0,0,0,0,0,0
1100,PZ-lDQFboO8$_$9,PZ-lDQFboO8,3,0,0,0,0,0,0
1101,PZ-lDQFboO8$_$8,PZ-lDQFboO8,3,0,0,0,0,0,0
1102,QN9ZIUWUXsY$_$11,QN9ZIUWUXsY,2,1,0,0,0,0,0
1103,QN9ZIUWUXsY$_$10,QN9ZIUWUXsY,2,1,0,0,0,0,0
1104,QN9ZIUWUXsY$_$13,QN9ZIUWUXsY,2,1,0,0,0,0,0
1105,QN9ZIUWUXsY$_$12,QN9ZIUWUXsY,2,1,0,0,0,0,0
1106,QN9ZIUWUXsY$_$15,QN9ZIUWUXsY,2,1,0,0,0,0,0
1107,QN9ZIUWUXsY$_$14,QN9ZIUWUXsY,2,1,0,0,0,0,0
1108,QN9ZIUWUXsY$_$17,QN9ZIUWUXsY,2,1,0,0,0,0,0
1109,QN9ZIUWUXsY$_$16,QN9ZIUWUXsY,2,1,0,0,0,0,0
1110,QN9ZIUWUXsY$_$18,QN9ZIUWUXsY,2,1,0,0,0,0,0
1111,QN9ZIUWUXsY$_$1,QN9ZIUWUXsY,2,1,0,0,0,0,0
1112,QN9ZIUWUXsY$_$3,QN9ZIUWUXsY,2,1,0,0,0,0,0
1113,QN9ZIUWUXsY$_$2,QN9ZIUWUXsY,2,1,0,0,0,0,0
1114,QN9ZIUWUXsY$_$5,QN9ZIUWUXsY,2,1,0,0,0,0,0
1115,QN9ZIUWUXsY$_$4,QN9ZIUWUXsY,2,1,0,0,0,0,0
1116,QN9ZIUWUXsY$_$7,QN9ZIUWUXsY,2,1,0,0,0,0,0
1117,QN9ZIUWUXsY$_$6,QN9ZIUWUXsY,2,1,0,0,0,0,0
1118,QN9ZIUWUXsY$_$9,QN9ZIUWUXsY,2,1,0,0,0,0,0
1119,QN9ZIUWUXsY$_$8,QN9ZIUWUXsY,2,1,0,0,0,0,0
1120,Qr1Ca94K55A$_$11,Qr1Ca94K55A,1,1,0,0,0,1,0
1121,Qr1Ca94K55A$_$10,Qr1Ca94K55A,1,1,0,0,0,1,0
1122,Qr1Ca94K55A$_$13,Qr1Ca94K55A,1,1,0,0,0,1,0
1123,Qr1Ca94K55A$_$12,Qr1Ca94K55A,1,1,0,0,0,1,0
1124,Qr1Ca94K55A$_$14,Qr1Ca94K55A,1,1,0,0,0,1,0
1125,Qr1Ca94K55A$_$1,Qr1Ca94K55A,1,1,0,0,0,1,0
1126,Qr1Ca94K55A$_$3,Qr1Ca94K55A,1,1,0,0,0,1,0
1127,Qr1Ca94K55A$_$2,Qr1Ca94K55A,1,1,0,0,0,1,0
1128,Qr1Ca94K55A$_$5,Qr1Ca94K55A,1,1,0,0,0,1,0
1129,Qr1Ca94K55A$_$4,Qr1Ca94K55A,1,1,0,0,0,1,0
1130,Qr1Ca94K55A$_$7,Qr1Ca94K55A,1,1,0,0,0,1,0
1131,Qr1Ca94K55A$_$6,Qr1Ca94K55A,1,1,0,0,0,1,0
1132,Qr1Ca94K55A$_$9,Qr1Ca94K55A,1,1,0,0,0,1,0
1133,Qr1Ca94K55A$_$8,Qr1Ca94K55A,1,1,0,0,0,1,0
1134,Sqr0AcuoNnk$_$20,Sqr0AcuoNnk,1,1,0,0,1,0,0
1135,Sqr0AcuoNnk$_$21,Sqr0AcuoNnk,1,1,0,0,1,0,0
1136,Sqr0AcuoNnk$_$22,Sqr0AcuoNnk,1,1,0,0,1,0,0
1137,Sqr0AcuoNnk$_$1,Sqr0AcuoNnk,1,1,0,0,1,0,0
1138,Sqr0AcuoNnk$_$3,Sqr0AcuoNnk,1,1,0,0,1,0,0
1139,Sqr0AcuoNnk$_$2,Sqr0AcuoNnk,1,1,0,0,1,0,0
1140,Sqr0AcuoNnk$_$5,Sqr0AcuoNnk,1,1,0,0,1,0,0
1141,Sqr0AcuoNnk$_$4,Sqr0AcuoNnk,1,1,0,0,1,0,0
1142,Sqr0AcuoNnk$_$7,Sqr0AcuoNnk,1,1,0,0,1,0,0
1143,Sqr0AcuoNnk$_$6,Sqr0AcuoNnk,1,1,0,0,1,0,0
1144,Sqr0AcuoNnk$_$9,Sqr0AcuoNnk,1,1,0,0,1,0,0
1145,Sqr0AcuoNnk$_$8,Sqr0AcuoNnk,1,1,0,0,1,0,0
1146,Sqr0AcuoNnk$_$11,Sqr0AcuoNnk,1,1,0,0,1,0,0
1147,Sqr0AcuoNnk$_$10,Sqr0AcuoNnk,1,1,0,0,1,0,0
1148,Sqr0AcuoNnk$_$13,Sqr0AcuoNnk,1,1,0,0,1,0,0
1149,Sqr0AcuoNnk$_$12,Sqr0AcuoNnk,1,1,0,0,1,0,0
1150,Sqr0AcuoNnk$_$15,Sqr0AcuoNnk,1,1,0,0,1,0,0
1151,Sqr0AcuoNnk$_$14,Sqr0AcuoNnk,1,1,0,0,1,0,0
1152,Sqr0AcuoNnk$_$17,Sqr0AcuoNnk,1,1,0,0,1,0,0
1153,Sqr0AcuoNnk$_$16,Sqr0AcuoNnk,1,1,0,0,1,0,0
1154,Sqr0AcuoNnk$_$19,Sqr0AcuoNnk,1,1,0,0,1,0,0
1155,Sqr0AcuoNnk$_$18,Sqr0AcuoNnk,1,1,0,0,1,0,0
1156,TvyZBvOMOTc$_$11,TvyZBvOMOTc,0,0,0,0,0,0,0
1157,TvyZBvOMOTc$_$10,TvyZBvOMOTc,0,0,0,0,0,0,0
1158,TvyZBvOMOTc$_$13,TvyZBvOMOTc,0,0,0,0,0,0,0
1159,TvyZBvOMOTc$_$12,TvyZBvOMOTc,0,0,0,0,0,0,0
1160,TvyZBvOMOTc$_$15,TvyZBvOMOTc,0,0,0,0,0,0,0
1161,TvyZBvOMOTc$_$14,TvyZBvOMOTc,0,0,0,0,0,0,0
1162,TvyZBvOMOTc$_$1,TvyZBvOMOTc,0,0,0,0,0,0,0
1163,TvyZBvOMOTc$_$3,TvyZBvOMOTc,0,0,0,0,0,0,0
1164,TvyZBvOMOTc$_$2,TvyZBvOMOTc,0,0,0,0,0,0,0
1165,TvyZBvOMOTc$_$5,TvyZBvOMOTc,0,0,0,0,0,0,0
1166,TvyZBvOMOTc$_$4,TvyZBvOMOTc,0,0,0,0,0,0,0
1167,TvyZBvOMOTc$_$7,TvyZBvOMOTc,0,0,0,0,0,0,0
1168,TvyZBvOMOTc$_$6,TvyZBvOMOTc,0,0,0,0,0,0,0
1169,TvyZBvOMOTc$_$9,TvyZBvOMOTc,0,0,0,0,0,0,0
1170,TvyZBvOMOTc$_$8,TvyZBvOMOTc,0,0,0,0,0,0,0
1171,VCslbP0mgZI$_$11,VCslbP0mgZI,4,1,0,0,0,0,1
1172,VCslbP0mgZI$_$10,VCslbP0mgZI,4,1,0,0,0,0,1
1173,VCslbP0mgZI$_$13,VCslbP0mgZI,4,1,0,0,0,0,1
1174,VCslbP0mgZI$_$12,VCslbP0mgZI,4,1,0,0,0,0,1
1175,VCslbP0mgZI$_$15,VCslbP0mgZI,4,1,0,0,0,0,1
1176,VCslbP0mgZI$_$14,VCslbP0mgZI,4,1,0,0,0,0,1
1177,VCslbP0mgZI$_$17,VCslbP0mgZI,4,1,0,0,0,0,1
1178,VCslbP0mgZI$_$16,VCslbP0mgZI,4,1,0,0,0,0,1
1179,VCslbP0mgZI$_$1,VCslbP0mgZI,4,1,0,0,0,0,1
1180,VCslbP0mgZI$_$3,VCslbP0mgZI,4,1,0,0,0,0,1
1181,VCslbP0mgZI$_$2,VCslbP0mgZI,4,1,0,0,0,0,1
1182,VCslbP0mgZI$_$5,VCslbP0mgZI,4,1,0,0,0,0,1
1183,VCslbP0mgZI$_$4,VCslbP0mgZI,4,1,0,0,0,0,1
1184,VCslbP0mgZI$_$7,VCslbP0mgZI,4,1,0,0,0,0,1
1185,VCslbP0mgZI$_$6,VCslbP0mgZI,4,1,0,0,0,0,1
1186,VCslbP0mgZI$_$9,VCslbP0mgZI,4,1,0,0,0,0,1
1187,VCslbP0mgZI$_$8,VCslbP0mgZI,4,1,0,0,0,0,1
1188,VbQk4H8hgr0$_$54,VbQk4H8hgr0,3,1,0,0,0,0,0
1189,VbQk4H8hgr0$_$42,VbQk4H8hgr0,3,1,0,0,0,0,0
1190,VbQk4H8hgr0$_$48,VbQk4H8hgr0,3,1,0,0,0,0,0
1191,VbQk4H8hgr0$_$43,VbQk4H8hgr0,3,1,0,0,0,0,0
1192,VbQk4H8hgr0$_$49,VbQk4H8hgr0,3,1,0,0,0,0,0
1193,VbQk4H8hgr0$_$52,VbQk4H8hgr0,3,1,0,0,0,0,0
1194,VbQk4H8hgr0$_$53,VbQk4H8hgr0,3,1,0,0,0,0,0
1195,VbQk4H8hgr0$_$24,VbQk4H8hgr0,3,1,0,0,0,0,0
1196,VbQk4H8hgr0$_$25,VbQk4H8hgr0,3,1,0,0,0,0,0
1197,VbQk4H8hgr0$_$26,VbQk4H8hgr0,3,1,0,0,0,0,0
1198,VbQk4H8hgr0$_$27,VbQk4H8hgr0,3,1,0,0,0,0,0
1199,VbQk4H8hgr0$_$20,VbQk4H8hgr0,3,1,0,0,0,0,0
1200,VbQk4H8hgr0$_$21,VbQk4H8hgr0,3,1,0,0,0,0,0
1201,VbQk4H8hgr0$_$22,VbQk4H8hgr0,3,1,0,0,0,0,0
1202,VbQk4H8hgr0$_$23,VbQk4H8hgr0,3,1,0,0,0,0,0
1203,VbQk4H8hgr0$_$46,VbQk4H8hgr0,3,1,0,0,0,0,0
1204,VbQk4H8hgr0$_$47,VbQk4H8hgr0,3,1,0,0,0,0,0
1205,VbQk4H8hgr0$_$44,VbQk4H8hgr0,3,1,0,0,0,0,0
1206,VbQk4H8hgr0$_$45,VbQk4H8hgr0,3,1,0,0,0,0,0
1207,VbQk4H8hgr0$_$28,VbQk4H8hgr0,3,1,0,0,0,0,0
1208,VbQk4H8hgr0$_$29,VbQk4H8hgr0,3,1,0,0,0,0,0
1209,VbQk4H8hgr0$_$40,VbQk4H8hgr0,3,1,0,0,0,0,0
1210,VbQk4H8hgr0$_$41,VbQk4H8hgr0,3,1,0,0,0,0,0
1211,VbQk4H8hgr0$_$1,VbQk4H8hgr0,3,1,0,0,0,0,0
1212,VbQk4H8hgr0$_$3,VbQk4H8hgr0,3,1,0,0,0,0,0
1213,VbQk4H8hgr0$_$2,VbQk4H8hgr0,3,1,0,0,0,0,0
1214,VbQk4H8hgr0$_$5,VbQk4H8hgr0,3,1,0,0,0,0,0
1215,VbQk4H8hgr0$_$4,VbQk4H8hgr0,3,1,0,0,0,0,0
1216,VbQk4H8hgr0$_$7,VbQk4H8hgr0,3,1,0,0,0,0,0
1217,VbQk4H8hgr0$_$6,VbQk4H8hgr0,3,1,0,0,0,0,0
1218,VbQk4H8hgr0$_$9,VbQk4H8hgr0,3,1,0,0,0,0,0
1219,VbQk4H8hgr0$_$8,VbQk4H8hgr0,3,1,0,0,0,0,0
1220,VbQk4H8hgr0$_$51,VbQk4H8hgr0,3,1,0,0,0,0,0
1221,VbQk4H8hgr0$_$39,VbQk4H8hgr0,3,1,0,0,0,0,0
1222,VbQk4H8hgr0$_$38,VbQk4H8hgr0,3,1,0,0,0,0,0
1223,VbQk4H8hgr0$_$11,VbQk4H8hgr0,3,1,0,0,0,0,0
1224,VbQk4H8hgr0$_$10,VbQk4H8hgr0,3,1,0,0,0,0,0
1225,VbQk4H8hgr0$_$13,VbQk4H8hgr0,3,1,0,0,0,0,0
1226,VbQk4H8hgr0$_$12,VbQk4H8hgr0,3,1,0,0,0,0,0
1227,VbQk4H8hgr0$_$15,VbQk4H8hgr0,3,1,0,0,0,0,0
1228,VbQk4H8hgr0$_$14,VbQk4H8hgr0,3,1,0,0,0,0,0
1229,VbQk4H8hgr0$_$17,VbQk4H8hgr0,3,1,0,0,0,0,0
1230,VbQk4H8hgr0$_$16,VbQk4H8hgr0,3,1,0,0,0,0,0
1231,VbQk4H8hgr0$_$19,VbQk4H8hgr0,3,1,0,0,0,0,0
1232,VbQk4H8hgr0$_$18,VbQk4H8hgr0,3,1,0,0,0,0,0
1233,VbQk4H8hgr0$_$31,VbQk4H8hgr0,3,1,0,0,0,0,0
1234,VbQk4H8hgr0$_$30,VbQk4H8hgr0,3,1,0,0,0,0,0
1235,VbQk4H8hgr0$_$37,VbQk4H8hgr0,3,1,0,0,0,0,0
1236,VbQk4H8hgr0$_$36,VbQk4H8hgr0,3,1,0,0,0,0,0
1237,VbQk4H8hgr0$_$35,VbQk4H8hgr0,3,1,0,0,0,0,0
1238,VbQk4H8hgr0$_$34,VbQk4H8hgr0,3,1,0,0,0,0,0
1239,VbQk4H8hgr0$_$33,VbQk4H8hgr0,3,1,0,0,0,0,0
1240,VbQk4H8hgr0$_$55,VbQk4H8hgr0,3,1,0,0,0,0,0
1241,VbQk4H8hgr0$_$32,VbQk4H8hgr0,3,1,0,0,0,0,0
1242,VbQk4H8hgr0$_$50,VbQk4H8hgr0,3,1,0,0,0,0,0
1243,Vj1wYRQjB-o$_$1,Vj1wYRQjB-o,2,0,0,0,0,0,0
1244,Vj1wYRQjB-o$_$3,Vj1wYRQjB-o,2,0,0,0,0,0,0
1245,Vj1wYRQjB-o$_$2,Vj1wYRQjB-o,2,0,0,0,0,0,0
1246,Vj1wYRQjB-o$_$5,Vj1wYRQjB-o,2,0,0,0,0,0,0
1247,Vj1wYRQjB-o$_$4,Vj1wYRQjB-o,2,0,0,0,0,0,0
1248,Vj1wYRQjB-o$_$7,Vj1wYRQjB-o,2,0,0,0,0,0,0
1249,Vj1wYRQjB-o$_$6,Vj1wYRQjB-o,2,0,0,0,0,0,0
1250,Vj1wYRQjB-o$_$9,Vj1wYRQjB-o,2,0,0,0,0,0,0
1251,Vj1wYRQjB-o$_$8,Vj1wYRQjB-o,2,0,0,0,0,0,0
1252,W8NXH0Djyww$_$24,W8NXH0Djyww,2,0,0,0,0,0,0
1253,W8NXH0Djyww$_$25,W8NXH0Djyww,2,0,0,0,0,0,0
1254,W8NXH0Djyww$_$26,W8NXH0Djyww,2,0,0,0,0,0,0
1255,W8NXH0Djyww$_$27,W8NXH0Djyww,2,0,0,0,0,0,0
1256,W8NXH0Djyww$_$20,W8NXH0Djyww,2,0,0,0,0,0,0
1257,W8NXH0Djyww$_$21,W8NXH0Djyww,2,0,0,0,0,0,0
1258,W8NXH0Djyww$_$22,W8NXH0Djyww,2,0,0,0,0,0,0
1259,W8NXH0Djyww$_$23,W8NXH0Djyww,2,0,0,0,0,0,0
1260,W8NXH0Djyww$_$28,W8NXH0Djyww,2,0,0,0,0,0,0
1261,W8NXH0Djyww$_$29,W8NXH0Djyww,2,0,0,0,0,0,0
1262,W8NXH0Djyww$_$1,W8NXH0Djyww,2,0,0,0,0,0,0
1263,W8NXH0Djyww$_$3,W8NXH0Djyww,2,0,0,0,0,0,0
1264,W8NXH0Djyww$_$2,W8NXH0Djyww,2,0,0,0,0,0,0
1265,W8NXH0Djyww$_$5,W8NXH0Djyww,2,0,0,0,0,0,0
1266,W8NXH0Djyww$_$4,W8NXH0Djyww,2,0,0,0,0,0,0
1267,W8NXH0Djyww$_$7,W8NXH0Djyww,2,0,0,0,0,0,0
1268,W8NXH0Djyww$_$6,W8NXH0Djyww,2,0,0,0,0,0,0
1269,W8NXH0Djyww$_$9,W8NXH0Djyww,2,0,0,0,0,0,0
1270,W8NXH0Djyww$_$8,W8NXH0Djyww,2,0,0,0,0,0,0
1271,W8NXH0Djyww$_$11,W8NXH0Djyww,2,0,0,0,0,0,0
1272,W8NXH0Djyww$_$10,W8NXH0Djyww,2,0,0,0,0,0,0
1273,W8NXH0Djyww$_$13,W8NXH0Djyww,2,0,0,0,0,0,0
1274,W8NXH0Djyww$_$12,W8NXH0Djyww,2,0,0,0,0,0,0
