section	split	mode	method	expert_id	metric	value	reference	notes
expert_dominance	0	L	Joint-risk personalized Teacher	uniform_kd_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	L	Joint-risk personalized Teacher	moddrop_seed1111	dominance_fraction	1.0	NA	diagnostic_only
expert_dominance	0	L	Joint-risk personalized Teacher	moddrop_seed1114	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	L	Joint-risk personalized Teacher	cfcompat_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	L	Joint-risk personalized Teacher	cfcompat_seed1114	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	LAV	Joint-risk personalized Teacher	uniform_kd_seed1111	dominance_fraction	0.9997380141472361	NA	diagnostic_only
expert_dominance	1	LAV	Joint-risk personalized Teacher	moddrop_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	LAV	Joint-risk personalized Teacher	moddrop_seed1114	dominance_fraction	0.00026198585276395077	NA	diagnostic_only
expert_dominance	1	LAV	Joint-risk personalized Teacher	cfcompat_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	LAV	Joint-risk personalized Teacher	cfcompat_seed1114	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	LA	Joint-risk personalized Teacher	uniform_kd_seed1111	dominance_fraction	0.9861147498035107	NA	diagnostic_only
expert_dominance	1	LA	Joint-risk personalized Teacher	moddrop_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	LA	Joint-risk personalized Teacher	moddrop_seed1114	dominance_fraction	0.013885250196489389	NA	diagnostic_only
expert_dominance	1	LA	Joint-risk personalized Teacher	cfcompat_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	LA	Joint-risk personalized Teacher	cfcompat_seed1114	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	LV	Joint-risk personalized Teacher	uniform_kd_seed1111	dominance_fraction	0.9997380141472361	NA	diagnostic_only
expert_dominance	1	LV	Joint-risk personalized Teacher	moddrop_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	LV	Joint-risk personalized Teacher	moddrop_seed1114	dominance_fraction	0.00026198585276395077	NA	diagnostic_only
expert_dominance	1	LV	Joint-risk personalized Teacher	cfcompat_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	LV	Joint-risk personalized Teacher	cfcompat_seed1114	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	L	Joint-risk personalized Teacher	uniform_kd_seed1111	dominance_fraction	0.9934503536809012	NA	diagnostic_only
expert_dominance	1	L	Joint-risk personalized Teacher	moddrop_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	L	Joint-risk personalized Teacher	moddrop_seed1114	dominance_fraction	0.006549646319098768	NA	diagnostic_only
expert_dominance	1	L	Joint-risk personalized Teacher	cfcompat_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	1	L	Joint-risk personalized Teacher	cfcompat_seed1114	dominance_fraction	0.0	NA	diagnostic_only
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	classification_systematic_degradation	True	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	dynamic_weights_noncollapsed	False	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	improved_missing_modes	3	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	mean_delta_J_vs_per_mode_fixed	-3.776099777552666e-05	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	mean_delta_J_vs_shuffled	-3.568968332562372e-05	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	passed	False	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	risk_buckets_monotonic	True	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	split_directions_consistent	True	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	trigger_gain_above_fallback	True	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	worst_LAV_delta_MAE	-2.9120846290586755e-05	Per-mode fixed stacking	NA
frozen_teacher_gate	mean_or_worst	Overall	Joint-risk personalized Teacher	NA	worst_split_delta_J_vs_per_mode_fixed	-3.5065403341083545e-05	Per-mode fixed stacking	NA
